    T[sec]  F7  F3   F  F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2
2.06667 1.954 -16.02 -39.08 -40.06 -42.01 -22.08 -42.01 -58.04 -48.07 -27.06 -33.02 -57.06 -55.01 -14.07 -59.01 -47.09
2.07333 12.99 -22.08 -30.09 -38.01 -31.07 -4.006 -41.04 -51 -50.02 -18.08 -5.081 -45.04 -45.04 -3.029 -47.09 -47.09
2.08 10.94 -20.03 -22.08 -31.07 -19.05 5.96 -34 -41.04 -39.08 -17 8.989 -29.02 -42.01 0.977 -23.06 -44.06
2.08667 2.931 -21.01 -18.08 -30.09 -14.07 4.983 -25.01 -31.07 -32.05 -19.05 11.92 -18.08 -45.04 -1.075 -13.09 -42.01
2.09333 -3.029 -13.09 -13.09 -25.01 -13.09 1.954 -16.02 -25.01 -25.01 -20.03 2.931 -12.02 -43.09 0.977 -13.09 -37.03
2.1 -8.012 -9.086 -2.052 -14.07 -2.052 0 -3.029 -13.09 -20.03 -11.04 9.966 -2.052 -29.02 3.908 -5.081 -16.02
2.10667 -14.07 -8.012 -1.075 -5.081 1.954 1.954 0 -1.075 -9.086 0 18.95 7.914 -6.058 15.93 14.95 8.989
2.11333 -24.04 -20.03 -2.052 -6.058 -2.052 1.954 -11.04 1.954 0 0.977 15.93 13.97 3.908 13.97 26.97 23.94
2.12 -25.01 -26.09 -5.081 -8.012 -6.058 0 -16.02 4.983 -1.075 1.954 0.977 13.97 9.966 -2.052 20.91 19.93
2.12667 -9.086 -11.04 3.908 0 -6.058 0.977 0.977 23.94 2.931 -2.052 -19.05 19.93 18.95 -21.01 8.989 8.989
2.13333 5.96 11.92 21.98 11.92 0 4.983 19.93 31.95 8.989 0 -27.06 17.98 24.91 -31.07 6.937 1.954
2.14 17.98 31.95 23.94 18.95 -2.052 1.954 35.96 24.91 15.93 0.977 -23.06 5.96 18.95 -28.04 4.983 -1.075
2.14667 19.93 27.94 15.93 8.989 -2.052 -1.075 21.98 8.989 9.966 0 -21.01 -9.086 6.937 -16.02 0.977 -1.075
2.15333 15.93 13.97 1.954 -5.081 -13.09 -3.029 -2.052 -1.075 -1.075 -9.086 -25.01 -27.06 -9.086 -7.035 -19.05 -5.081
2.16 13.97 0 -3.029 -15.05 -20.03 0 -2.052 -3.029 -14.07 -16.02 -20.03 -27.06 -17 -1.075 -25.01 -7.035
2.16667 11.92 -1.075 -3.029 -16.02 -15.05 0 -1.075 0 -16.02 -21.01 -12.02 -19.05 -19.05 -1.075 -19.05 -12.02
2.17333 3.908 -7.035 -13.09 -16.02 -15.05 -2.052 1.954 -12.02 -12.02 -19.05 -1.075 -17 -20.03 1.954 -11.04 -21.01
2.18 -1.075 -21.01 -27.06 -24.04 -17 -3.029 -16.02 -38.01 -16.02 -19.05 4.983 -21.01 -30.09 -1.075 -7.035 -26.09
2.18667 -7.035 -37.03 -35.08 -37.03 -19.05 -2.052 -38.01 -53.05 -30.09 -17 28.92 -19.05 -37.03 8.989 -1.075 -16.02
2.19333 -7.035 -43.09 -33.02 -43.09 -17 5.96 -40.06 -47.09 -44.06 -13.09 50.9 -7.035 -35.08 22.96 20.91 0.977
2.2 1.954 -31.07 -11.04 -33.02 -3.029 15.93 -23.06 -21.01 -41.04 -3.029 57.94 7.914 -21.01 31.95 44.94 21.98
2.20667 19.93 -7.035 9.966 -5.081 7.914 23.94 0 9.966 -17 0 47.97 27.94 -2.052 35.96 47 38.98
2.21333 27.94 11.92 27.94 21.98 17.98 23.94 21.98 33.9 5.96 7.914 25.99 41.91 17.98 21.98 24.91 30
2.22 19.93 23.94 37.91 37.91 21.98 19.93 35.96 43.97 25.99 11.92 3.908 45.92 27.94 1.954 -1.075 7.914
2.22667 6.937 23.94 44.94 33.9 22.96 10.94 37.91 49.93 33.9 18.95 -12.02 32.93 26.97 -7.035 -15.05 -11.04
2.23333 0 15.93 38.98 19.93 18.95 -10.06 21.98 34.98 31.95 17.98 -50.02 0 12.99 -20.03 -29.02 -34
2.24 -9.086 8.989 25.99 9.966 13.97 -36.05 -1.075 14.95 27.94 11.92 -87.05 -53.05 -3.029 -27.06 -47.09 -45.04
2.24667 -3.029 6.937 9.966 5.96 1.954 -44.06 -21.01 2.931 15.93 0 -91.06 -79.04 -11.04 -31.07 -57.06 -43.09
2.25333 12.99 8.989 9.966 1.954 -1.075 -20.03 -13.09 13.97 5.96 -3.029 -52.08 -60.09 -2.052 -24.04 -39.08 -32.05
2.26 34.98 16.9 30 0.977 -2.052 11.92 13.97 44.94 10.94 1.954 1.954 -8.012 12.99 -3.029 2.931 -10.06
2.26667 39.96 24.91 45.92 1.954 7.914 30.97 39.96 57.94 23.94 13.97 31.95 30.97 26.97 17.98 36.93 16.9
2.27333 13.97 21.98 20.91 2.931 1.954 13.97 33.9 20.91 26.97 3.908 36.93 38.98 30 26.97 44.94 38.98
2.28 -21.01 3.908 -31.07 -5.081 -21.01 -7.035 7.914 -33.02 3.908 -15.05 39.96 21.98 17.98 11.92 26.97 45.92
2.28667 -34 -12.02 -65.07 -25.01 -33.02 -9.086 -3.029 -55.01 -25.01 -31.07 62.92 18.95 12.99 8.989 22.96 53.93
2.29333 -18.08 -20.03 -56.08 -42.01 -24.04 6.937 -1.075 -35.08 -48.07 -25.01 89.99 31.95 7.914 21.98 40.94 54.91
2.3 1.954 -24.04 -19.05 -40.06 0 21.98 2.931 -4.006 -39.08 0.977 83.93 47.97 4.983 45.92 64.97 55.98
2.30667 -1.075 -30.09 -8.012 -28.04 20.91 16.9 -8.012 -4.006 -17 16.9 52.96 44.94 -1.075 55.98 62.92 48.95
2.31333 -19.05 -45.04 -29.02 -28.04 11.92 -3.029 -42.01 -35.08 -6.058 14.95 8.989 16.9 -5.081 30.97 30.97 17.98
2.32 -29.02 -48.07 -38.01 -25.01 0 -23.06 -57.06 -51 -12.02 1.954 -24.04 -9.086 -11.04 -4.006 -5.081 -19.05
2.32667 -8.012 -20.03 -4.006 -5.081 8.989 -29.02 -42.01 -15.05 -12.02 1.954 -63.02 -31.07 -10.06 -38.01 -45.04 -57.06
2.33333 1.954 15.93 35.96 21.98 30 -33.02 -11.04 27.94 7.914 0.977 -111.1 -52.08 -7.035 -61.06 -83.05 -87.05
2.34 0.977 27.94 47 43.97 40.94 -41.04 0.977 37.91 36.93 -1.075 -149.1 -80.02 -15.05 -68 -115.1 -102
2.34667 -7.035 9.966 19.93 33.9 31.95 -45.04 -13.09 13.97 43.97 0 -145.1 -94.09 -29.02 -61.06 -119 -99.07
2.35333 -14.07 -10.06 -6.058 7.914 12.99 -37.03 -32.05 -21.01 24.91 0 -105 -89.01 -38.01 -38.01 -93.01 -81.09
2.36 -7.035 -16.02 -12.02 -7.035 0 -15.05 -31.07 -33.02 -2.052 -2.052 -40.06 -59.01 -37.03 -10.06 -47.09 -49.05
2.36667 7.914 -5.081 -3.029 -14.07 0.977 11.92 -12.02 -17 -20.03 0.977 18.95 -10.06 -21.01 14.95 0.977 -5.081
2.37333 25.99 -2.052 -4.006 -18.08 0 38.98 4.983 -2.052 -23.06 4.983 74.94 32.93 -1.075 31.95 36.93 32.93
2.38 44.94 -2.052 -5.081 -20.03 0.977 64 22.96 2.931 -13.09 15.93 120 75.92 26.97 45.92 82.95 71.91
2.38667 64.97 0.977 2.931 -12.02 8.989 78.94 37.91 25.99 1.954 27.94 147.9 112 61.94 65.95 117 108.9
2.39333 72.98 16.9 31.95 3.908 23.94 71.91 48.95 45.92 19.93 35.96 130.9 118.9 81 82.95 125 129.9
2.4 61.94 27.94 45.92 17.98 25.99 53.93 41.91 45.92 31.95 30 85.98 91.94 71.91 83.93 98.97 121.9
2.40667 37.91 17.98 38.98 18.95 27.94 27.94 19.93 28.92 34.98 23.94 47 48.95 41.91 66.93 56.96 88.91
2.41333 15.93 0.977 21.98 13.97 21.98 -1.075 0.977 3.908 17.98 19.93 15.93 1.954 0.977 30 14.95 30.97
2.42 -1.075 0.977 21.98 18.95 25.99 -25.01 -15.05 1.954 0.977 21.98 -10.06 -42.01 -22.08 -3.029 -11.04 -24.04
2.42667 -1.075 16.9 43.97 35.96 39.96 -50.02 -11.04 15.93 -2.052 21.98 -60.09 -70.05 -28.04 -28.04 -45.04 -66.05
2.43333 1.954 26.97 49.93 39.96 41.91 -65.07 -1.075 30.97 9.966 13.97 -125.1 -83.05 -37.03 -49.05 -85 -93.01
2.44 0 18.95 30 27.94 21.98 -64.09 0 22.96 15.93 0.977 -167.1 -85 -51 -69.08 -115.1 -111.1
2.44667 4.983 1.954 2.931 5.96 0 -44.06 0 8.989 9.966 -19.05 -164 -66.05 -50.02 -78.07 -117 -108.1
2.45333 12.99 0.977 0.977 -2.052 -10.06 -12.02 3.908 7.914 -2.052 -20.03 -116.1 -36.05 -34 -69.08 -93.01 -95.07
2.46 25.99 5.96 15.93 3.908 -9.086 15.93 13.97 21.98 0 -7.035 -43.09 0.977 -9.086 -39.08 -55.01 -65.07
2.46667 35.96 17.98 30 15.93 -5.081 39.96 30 33.9 15.93 -2.052 31.95 35.96 9.966 -1.075 -9.086 -17
2.47333 26.97 15.93 8.989 13.97 -24.04 44.94 39.96 13.97 23.94 -8.012 104.9 64.97 24.91 21.98 38.98 31.95
2.48 0.977 0.977 -28.04 -2.052 -51 38.98 35.96 -16.02 7.914 -27.06 159 78.94 34.98 36.93 94.97 81
2.48667 -11.04 -22.08 -53.05 -16.02 -51 37.91 18.95 -35.08 -18.08 -24.04 177.9 85.98 51.98 58.92 138.9 121
2.49333 -7.035 -44.06 -51 -36.05 -27.06 41.91 -2.052 -39.08 -38.01 -1.075 155.9 83.93 61.94 81 134.9 125
2.5 1.954 -58.04 -42.01 -48.07 0 47 -30.09 -38.01 -36.05 30 107 64.97 47.97 89.99 88.91 99.95
2.50667 15.93 -60.09 -39.08 -49.05 15.93 39.96 -47.09 -41.04 -27.06 42.99 59.99 33.9 17.98 74.94 38.98 57.94
2.51333 17.98 -50.02 -39.08 -38.01 11.92 14.95 -54.03 -51 -26.09 27.94 26.97 -3.029 -5.081 36.93 8.989 16.9
2.52 19.93 -31.07 -27.06 -18.08 3.908 -3.029 -46.02 -46.02 -32.05 7.914 9.966 -39.08 -24.04 0.977 0.977 -8.012
2.52667 21.98 -5.081 -5.081 -2.052 13.97 -15.05 -33.02 -19.05 -35.08 -1.075 0 -59.01 -33.02 -23.06 -5.081 -31.07
2.53333 27.94 8.989 13.97 12.99 23.94 -18.08 -17 1.954 -21.01 -2.052 -13.09 -64.09 -40.06 -38.01 -27.06 -49.05
2.54 26.97 28.92 32.93 27.94 23.94 -16.02 1.954 23.94 -3.029 -1.075 -42.01 -56.08 -50.02 -51 -61.06 -75.04
2.54667 39.96 52.96 54.91 47 30 -6.058 30 56.96 9.966 0 -69.08 -36.05 -41.04 -59.01 -83.05 -89.01
2.55333 54.91 71.91 75.92 65.95 36.93 -1.075 59.99 88.91 35.96 8.989 -89.01 -17 -20.03 -57.06 -93.01 -82.07
2.56 55.98 81.97 81 69.96 42.99 -1.075 72.98 98.97 59.99 14.95 -84.03 1.954 0 -43.09 -77.09 -65.07
2.56667 41.91 64.97 59.99 56.96 37.91 4.983 64 76.99 64 9.966 -53.05 3.908 8.989 -21.01 -47.09 -37.03
2.57333 12.99 34.98 26.97 22.96 6.937 3.908 35.96 27.94 44.94 -10.06 -17 8.989 1.954 -13.09 -9.086 -15.05
2.58 6.937 7.914 5.96 0.977 -20.03 13.97 16.9 6.937 10.94 -26.09 21.98 22.96 0.977 1.954 20.91 2.931
2.58667 27.94 1.954 9.966 -4.006 -27.06 32.93 16.9 20.91 -3.029 -16.02 56.96 48.95 17.98 24.91 60.97 35.96
2.59333 48.95 5.96 21.98 -2.052 -14.07 43.97 32.93 38.98 2.931 8.989 73.96 72.98 43.97 56.96 86.96 74.94
2.6 44.94 8.989 20.91 6.937 2.931 35.96 31.95 35.96 22.96 30.97 58.92 70.93 64 76.99 88.91 89.99
2.60667 21.98 0.977 9.966 8.989 17.98 18.95 15.93 12.99 27.94 37.91 23.94 43.97 68.98 77.97 60.97 79.92
2.61333 -2.052 -1.075 -1.075 3.908 18.95 0 -10.06 -2.052 19.93 30.97 -6.058 11.92 51.98 53.93 18.95 43.97
2.62 0 -9.086 1.954 0 18.95 -17 -21.01 0 5.96 26.97 -19.05 -7.035 10.94 23.94 -9.086 6.937
2.62667 -2.052 -8.012 8.989 0.977 19.93 -22.08 -19.05 4.983 0 23.94 -27.06 -16.02 -35.08 3.908 -21.01 -15.05
2.63333 1.954 -4.006 8.989 0 13.97 -32.05 -15.05 -3.029 1.954 9.966 -68 -34 -104.1 -17 -39.08 -37.03
2.64 -3.029 1.954 -2.052 -1.075 1.954 -45.04 -21.01 -21.01 -7.035 -10.06 -121.1 -62.04 -156 -46.02 -73.08 -61.06
2.64667 1.954 3.908 0.977 -2.052 -5.081 -43.09 -21.01 -31.07 -27.06 -31.07 -153 -75.04 -175.1 -55.01 -95.07 -75.04
2.65333 33.9 13.97 5.96 1.954 -9.086 -15.05 -4.006 -18.08 -34 -33.02 -133.1 -59.01 -158.1 -53.05 -81.09 -72.01
2.66 55.98 24.91 15.93 0 -3.029 12.99 22.96 0 -26.09 -21.01 -72.01 -19.05 -131 -40.06 -47.09 -60.09
2.66667 57.94 32.93 27.94 0 1.954 41.91 49.93 25.99 -3.029 -8.012 -11.04 15.93 -99.07 -24.04 -17 -49.05
2.67333 37.91 36.93 31.95 4.983 3.908 44.94 52.96 34.98 8.989 1.954 18.95 34.98 -75.04 -13.09 -5.081 -37.03
2.68 27.94 32.93 35.96 16.9 11.92 37.91 40.94 37.91 22.96 6.937 37.91 43.97 -43.09 1.954 2.931 -20.03
2.68667 43.97 34.98 43.97 20.91 19.93 35.96 32.93 45.92 30.97 22.96 51.98 43.97 -13.09 24.91 8.989 6.937
2.69333 58.92 39.96 47 17.98 21.98 34.98 33.9 48.95 41.91 31.95 48.95 40.94 -1.075 47 14.95 38.98
2.7 50.9 41.91 42.99 13.97 22.96 24.91 37.91 47.97 45.92 40.94 38.98 30.97 4.983 64 14.95 59.99
2.70667 21.98 31.95 30 7.914 15.93 7.914 23.94 37.91 41.91 41.91 31.95 19.93 13.97 65.95 16.9 67.9
2.71333 -1.075 9.966 9.966 0 7.914 0.977 0.977 13.97 27.94 35.96 30 9.966 35.96 55.98 20.91 59.99
2.72 -3.029 -7.035 -1.075 -7.035 3.908 0 -19.05 -2.052 9.966 27.94 28.92 7.914 67.9 37.91 20.91 37.91
2.72667 13.97 -13.09 -7.035 -21.01 1.954 19.93 -19.05 -13.09 0.977 17.98 21.98 13.97 87.93 17.98 14.95 13.97
2.73333 27.94 -9.086 -15.05 -27.06 -1.075 30 -2.052 -16.02 -7.035 5.96 10.94 13.97 79.92 -1.075 -1.075 -8.012
2.74 21.98 -7.035 -23.06 -31.07 -13.09 23.94 0.977 -22.08 -11.04 -9.086 -1.075 9.966 51.98 -25.01 -15.05 -30.09
2.74667 7.914 -11.04 -33.02 -37.03 -29.02 11.92 -6.058 -32.05 -23.06 -31.07 1.954 3.908 23.94 -41.04 -13.09 -42.01
2.75333 -2.052 -21.01 -41.04 -50.02 -43.09 0.977 -30.09 -43.09 -37.03 -51 4.983 -1.075 -1.075 -55.01 -3.029 -53.05
2.76 -2.052 -27.06 -39.08 -57.06 -47.09 0 -38.01 -44.06 -49.05 -55.01 16.9 -9.086 -11.04 -57.06 2.931 -64.09
2.76667 5.96 -16.02 -24.04 -44.06 -31.07 10.94 -24.04 -27.06 -52.08 -38.01 32.93 -6.058 -2.052 -43.09 10.94 -56.08
2.77333 21.98 -1.075 -5.081 -19.05 -5.081 21.98 -1.075 -5.081 -33.02 -5.081 37.91 -2.052 21.98 -19.05 12.99 -33.02
2.78 43.97 14.95 16.9 5.96 18.95 35.96 21.98 20.91 1.954 24.91 43.97 20.91 69.96 7.914 12.99 0
2.78667 67.9 39.96 43.97 26.97 37.91 44.94 47.97 60.97 33.9 50.9 42.99 47.97 112.9 37.91 16.9 45.92
2.79333 73.96 60.97 64.97 39.96 48.95 45.92 65.95 90.96 66.93 59.99 37.91 64.97 138 53.93 24.91 75.92
2.8 57.94 68.98 74.94 53.93 52.96 37.91 74.94 100.9 84.9 59.99 37.91 68.98 142 61.94 36.93 91.94
2.80667 35.96 64 69.96 56.96 58.92 28.92 64.97 87.93 85.98 53.93 40.94 65.95 133 69.96 50.9 95.95
2.81333 18.95 38.98 40.94 40.94 49.93 15.93 36.93 43.97 66.93 39.96 35.96 44.94 103 64 50.9 73.96
2.82 1.954 9.966 0 0.977 20.91 2.931 0.977 -6.058 31.95 12.99 14.95 13.97 56.96 37.91 22.96 30.97
2.82667 -10.06 -20.03 -33.02 -36.05 -8.012 -1.075 -41.04 -46.02 -8.012 -11.04 -4.006 -18.08 6.937 5.96 -15.05 -13.09
2.83333 -23.06 -39.08 -54.03 -62.04 -34 -13.09 -63.02 -72.01 -46.02 -39.08 -22.08 -43.09 -29.02 -27.06 -47.09 -51
2.84 -26.09 -48.07 -55.01 -62.04 -36.05 -11.04 -67.02 -78.07 -68 -45.04 -8.012 -42.01 -46.02 -43.09 -45.04 -65.07
2.84667 -21.01 -43.09 -43.09 -50.02 -22.08 -2.052 -57.06 -62.04 -69.08 -38.01 18.95 -19.05 -42.01 -39.08 -15.05 -54.03
2.85333 -16.02 -40.06 -30.09 -46.02 -13.09 -3.029 -48.07 -45.04 -58.04 -31.07 31.95 -8.012 -34 -29.02 0.977 -45.04
2.86 -17 -33.02 -21.01 -44.06 -16.02 -16.02 -42.01 -29.02 -43.09 -33.02 12.99 -11.04 -28.04 -25.01 -5.081 -43.09
2.86667 -17 -22.08 -10.06 -29.02 -14.07 -31.07 -34 -16.02 -30.09 -29.02 -17 -28.04 -15.05 -19.05 -25.01 -39.08
2.87333 -15.05 -6.058 1.954 -11.04 -10.06 -41.04 -23.06 -8.012 -20.03 -21.01 -41.04 -40.06 0.977 -11.04 -35.08 -29.02
2.88 -15.05 0.977 3.908 -1.075 -3.029 -34 -19.05 0 -13.09 -6.058 -26.09 -43.09 18.95 0 -25.01 -5.081
2.88667 -13.09 0 8.989 0 0.977 -11.04 -13.09 6.937 -4.006 4.983 1.954 -24.04 39.96 21.98 -1.075 13.97
2.89333 0.977 0.977 9.966 -1.075 1.954 5.96 -2.052 19.93 3.908 13.97 31.95 1.954 51.98 33.9 14.95 35.96
2.9 23.94 8.989 20.91 2.931 7.914 34.98 26.97 35.96 20.91 20.91 48.95 40.94 62.92 37.91 32.93 50.9
2.90667 51.98 27.94 33.9 15.93 15.93 51.98 56.96 47 35.96 21.98 48.95 69.96 64 39.96 48.95 58.92
2.91333 51.98 27.94 27.94 20.91 5.96 48.95 56.96 31.95 35.96 11.92 28.92 67.9 48.95 30 40.94 47.97
2.92 19.93 5.96 5.96 0 -9.086 25.99 24.91 2.931 13.97 -3.029 3.908 33.9 13.97 15.93 8.989 18.95
2.92667 -9.086 -19.05 -15.05 -23.06 -29.02 0 -8.012 -20.03 -15.05 -25.01 -8.012 -2.052 -11.04 0 -15.05 0
2.93333 -27.06 -33.02 -31.07 -37.03 -37.03 -9.086 -32.05 -36.05 -43.09 -39.08 -4.006 -15.05 -31.07 -15.05 -19.05 -18.08
2.94 -19.05 -27.06 -27.06 -35.08 -31.07 -7.035 -33.02 -31.07 -51 -35.08 15.93 -5.081 -33.02 -21.01 0.977 -27.06
2.94667 -7.035 -19.05 -17 -29.02 -25.01 1.954 -27.06 -16.02 -43.09 -25.01 38.98 5.96 -27.06 -15.05 12.99 -25.01
2.95333 -7.035 -21.01 -15.05 -35.08 -29.02 3.908 -25.01 -13.09 -33.02 -21.01 41.91 5.96 -31.07 -13.09 8.989 -29.02
2.96 -15.05 -29.02 -19.05 -41.04 -33.02 -7.035 -29.02 -23.06 -31.07 -25.01 27.94 -11.04 -39.08 -17 -3.029 -37.03
2.96667 -22.08 -26.09 -14.07 -34 -24.04 -28.04 -31.07 -23.06 -33.02 -22.08 0.977 -40.06 -36.05 -13.09 -13.09 -33.02
2.97333 -28.04 -17 -2.052 -19.05 -6.058 -50.02 -29.02 -18.08 -27.06 -11.04 -33.02 -64.09 -26.09 -8.012 -23.06 -24.04
2.98 -39.08 -12.02 0 -8.012 0 -65.07 -28.04 -6.058 -9.086 1.954 -63.02 -77.09 -11.04 0.977 -39.08 -15.05
2.98667 -49.05 -20.03 -3.029 -16.02 0.977 -65.07 -36.05 -2.052 0 2.931 -71.03 -71.03 0.977 10.94 -45.04 -5.081
2.99333 -54.03 -34 -21.01 -31.07 -14.07 -56.08 -48.07 -15.05 0.977 0 -57.06 -56.08 -4.006 9.966 -41.04 -8.012
3 -36.05 -34 -25.01 -36.05 -25.01 -32.05 -46.02 -27.06 -16.02 -8.012 -25.01 -30.09 -12.02 1.954 -27.06 -10.06
3.00667 -3.029 -14.07 -9.086 -22.08 -21.01 -1.075 -22.08 -6.058 -25.01 -6.058 1.954 1.954 -8.012 2.931 -13.09 -3.029
3.01333 19.93 2.931 12.99 -4.006 -9.086 30.97 4.983 20.91 -10.06 0 17.98 28.92 0.977 7.914 -3.029 1.954
3.02 31.95 15.93 25.99 0 -3.029 47.97 30 43.97 9.966 1.954 37.91 55.98 13.97 7.914 8.989 1.954
3.02667 28.92 12.99 23.94 2.931 -2.052 53.93 35.96 47.97 27.94 10.94 64 71.91 25.99 9.966 34.98 13.97
3.03333 18.95 0.977 10.94 0.977 4.983 43.97 31.95 30 28.92 12.99 79.92 67.9 23.94 11.92 58.92 19.93
3.04 11.92 -7.035 0 -3.029 4.983 31.95 19.93 11.92 16.9 9.966 85.98 57.94 14.95 10.94 68.98 23.94
3.04667 8.989 -18.08 -1.075 -9.086 0 25.99 8.989 4.983 5.96 0.977 76.99 47 9.966 17.98 58.92 27.94
3.05333 3.908 -21.01 1.954 -18.08 -8.012 13.97 1.954 0 -1.075 -1.075 54.91 34.98 4.983 18.95 44.94 23.94
3.06 -2.052 -18.08 0 -23.06 -13.09 -2.052 -6.058 -2.052 0.977 0 27.94 11.92 9.966 19.93 28.92 19.93
3.06667 -20.03 -9.086 0.977 -10.06 1.954 -33.02 -11.04 0 1.954 7.914 -12.02 -23.06 18.95 25.99 18.95 26.97
3.07333 -40.06 -6.058 5.96 0 10.94 -67.02 -27.06 -2.052 8.989 23.94 -64.09 -63.02 24.91 24.91 2.931 28.92
3.08 -53.05 -9.086 3.908 1.954 12.99 -84.03 -37.03 -2.052 13.97 19.93 -100 -86.08 14.95 18.95 -21.01 11.92
3.08667 -52.08 -22.08 -9.086 -9.086 1.954 -75.04 -49.05 -17 4.983 5.96 -104.1 -81.09 0 4.983 -53.05 -10.06
3.09333 -52.08 -41.04 -34 -41.04 -20.03 -55.01 -47.09 -37.03 -15.05 -15.05 -82.07 -63.02 -22.08 -9.086 -73.08 -36.05
3.1 -44.06 -52.08 -50.02 -55.01 -27.06 -34 -40.06 -41.04 -45.04 -22.08 -41.04 -33.02 -33.02 -23.06 -61.06 -41.04
3.10667 -27.06 -43.09 -31.07 -46.02 -6.058 -11.04 -28.04 -23.06 -58.04 -15.05 -8.012 -4.006 -28.04 -18.08 -25.01 -27.06
3.11333 0.977 -16.02 -1.075 -21.01 9.966 9.966 -10.06 -1.075 -41.04 -4.006 10.94 18.95 -13.09 -15.05 -1.075 -11.04
3.12 31.95 7.914 30 -2.052 20.91 35.96 9.966 23.94 -10.06 0.977 33.9 47.97 -2.052 -10.06 16.9 -7.035
3.12667 44.94 28.92 44.94 14.95 16.9 51.98 37.91 41.91 6.937 -1.075 57.94 69.96 7.914 0.977 26.97 -1.075
3.13333 32.93 34.98 41.91 18.95 9.966 49.93 47.97 39.96 15.93 4.983 79.92 73.96 15.93 3.908 47 3.908
3.14 15.93 31.95 37.91 19.93 11.92 35.96 39.96 30 9.966 9.966 75.92 61.94 21.98 9.966 64.97 13.97
3.14667 13.97 26.97 45.92 24.91 17.98 18.95 24.91 32.93 10.94 10.94 47.97 38.98 20.91 9.966 54.91 19.93
3.15333 9.966 24.91 41.91 22.96 11.92 0 12.99 30.97 17.98 -1.075 0.977 2.931 9.966 -2.052 10.94 1.954
3.16 1.954 20.91 30 18.95 5.96 -30.09 10.94 30 22.96 -4.006 -55.01 -30.09 -1.075 -13.09 -35.08 -14.07
3.16667 -22.08 12.99 9.966 11.92 6.937 -54.03 0.977 25.99 19.93 3.908 -95.07 -60.09 0.977 -1.075 -63.02 -14.07
3.17333 -39.08 -1.075 -1.075 0.977 15.93 -67.02 -16.02 6.937 9.966 18.95 -109 -77.09 1.954 6.937 -61.06 -7.035
3.18 -45.04 -16.02 -13.09 -12.02 17.98 -69.08 -40.06 -4.006 0 22.96 -93.01 -77.09 1.954 16.9 -49.05 0.977
3.18667 -36.05 -25.01 -20.03 -25.01 14.95 -52.08 -49.05 -12.02 -1.075 5.96 -59.01 -58.04 0 10.94 -31.07 0
3.19333 -22.08 -20.03 -20.03 -28.04 10.94 -30.09 -35.08 -15.05 -7.035 -12.02 -22.08 -26.09 -16.02 -1.075 -17 -13.09
3.2 -5.081 -5.081 -19.05 -25.01 0 -3.029 -11.04 -15.05 -17 -27.06 9.966 -2.052 -27.06 -21.01 -1.075 -25.01
3.20667 17.98 7.914 -9.086 -21.01 -2.052 21.98 3.908 -3.029 -23.06 -25.01 41.91 30 -23.06 -25.01 20.91 -21.01
3.21333 40.94 18.95 0.977 -18.08 1.954 42.99 16.9 3.908 -19.05 -14.07 64.97 50.9 -6.058 -17 42.99 -7.035
3.22 47 23.94 14.95 -11.04 4.983 48.95 25.99 20.91 -5.081 -1.075 68.98 64.97 10.94 -4.006 54.91 4.983
3.22667 37.91 30.97 27.94 2.931 21.98 43.97 36.93 35.96 9.966 6.937 58.92 67.9 27.94 12.99 56.96 26.97
3.23333 25.99 34.98 31.95 20.91 31.95 30 36.93 30 23.94 8.989 31.95 53.93 27.94 20.91 38.98 32.93
3.24 13.97 32.93 20.91 21.98 19.93 14.95 22.96 8.989 21.98 0.977 12.99 26.97 12.99 9.966 10.94 19.93
3.24667 9.966 19.93 5.96 4.983 0 -1.075 0.977 -2.052 4.983 -18.08 0.977 -2.052 -6.058 -5.081 -3.029 1.954
3.25333 -2.052 2.931 -7.035 -8.012 -15.05 -19.05 -24.04 -19.05 -13.09 -26.09 -26.09 -33.02 -23.06 -18.08 -19.05 -19.05
3.26 -12.02 -3.029 -9.086 -16.02 -6.058 -41.04 -41.04 -19.05 -22.08 -10.06 -53.05 -56.08 -21.01 -13.09 -29.02 -22.08
3.26667 -23.06 -7.035 -9.086 -7.035 15.93 -53.05 -41.04 -15.05 -13.09 9.966 -67.02 -65.07 -3.029 3.908 -31.07 -5.081
3.27333 -26.09 -9.086 -7.035 3.908 36.93 -56.08 -29.02 -11.04 1.954 31.95 -61.06 -60.09 6.937 25.99 -25.01 9.966
3.28 -28.04 -10.06 -12.02 -1.075 40.94 -47.09 -22.08 -9.086 4.983 32.93 -36.05 -41.04 13.97 33.9 -11.04 19.93
3.28667 -27.06 -19.05 -22.08 -8.012 25.99 -31.07 -25.01 -9.086 -2.052 20.91 -5.081 -19.05 9.966 32.93 4.983 26.97
3.29333 -18.08 -21.01 -25.01 -19.05 4.983 -8.012 -23.06 -16.02 -11.04 7.914 12.99 1.954 -1.075 14.95 22.96 17.98
3.3 0.977 -14.07 -16.02 -22.08 -4.006 10.94 -19.05 -15.05 -18.08 -4.006 36.93 16.9 -6.058 -2.052 32.93 0
3.30667 21.98 3.908 -2.052 -11.04 -5.081 37.91 0.977 1.954 -15.05 -10.06 62.92 40.94 -7.035 -21.01 42.99 -12.02
3.31333 39.96 25.99 17.98 1.954 -1.075 49.93 25.99 20.91 -6.058 -6.058 76.99 61.94 1.954 -30.09 44.94 -18.08
